# Reference distribution mean: 1.4083971727429059 and standard deviation: 0.7132338091536706
# Threshold: 0.71
# 1.72% of reference distribution below threshold, 8.19% of distances distribution below threshold
DrugBank_ID	Distance	Proximity	DrugBank_Name
DB05399	-6.726233402358747	-11.405278985238061	Succinobucol
DB16630	-6.587550014824796	-11.210835892728868	OPB-111077
DB04956	-6.542471960506805	-11.147633540653773	Afelimomab
DB05992	-6.542471960506805	-11.147633540653773	Plinabulin
DB05968	-6.542471960506805	-11.147633540653773	PR-104
DB00051	-6.542471960506805	-11.147633540653773	Adalimumab
DB06495	-6.542471960506805	-11.147633540653773	Onercept
DB00065	-6.542471960506805	-11.147633540653773	Infliximab
DB06674	-6.542471960506805	-11.147633540653773	Golimumab
DB05218	-6.542471960506805	-11.147633540653773	PN0621
DB05879	-6.542471960506805	-11.147633540653773	AME-527
DB05758	-6.542471960506805	-11.147633540653773	CYT007-TNFQb
DB08904	-6.542471960506805	-11.147633540653773	Certolizumab pegol
DB06444	-6.542471960506805	-11.147633540653773	Dexanabinol
DB05092	-6.432940092739179	-10.99406276714039	CDP323
DB04997	-6.432940092739179	-10.99406276714039	ATL1102
DB15791	-6.432940092739179	-10.99406276714039	MK-0668
DB05468	-6.432940092739179	-10.99406276714039	R411
DB06082	-6.369900982828227	-10.905677851700453	PX-478
DB05017	-6.356041346499131	-10.886245743812099	YSIL6
DB05513	-6.356041346499131	-10.886245743812099	Atiprimod
DB03893	-6.343880434126331	-10.86919535694495	Thionicotinamide-Adenine-Dinucleotide
DB07845	-6.267200548541362	-10.76168519043173	2-fluoro-6-{[2-({2-methoxy-4-[(methylsulfonyl)methyl]phenyl}amino)-7H-pyrrolo[2,3-d]pyrimidin-4-yl]amino}benzamide
DB07268	-6.267200548541362	-10.76168519043173	2-({2-[(3-HYDROXYPHENYL)AMINO]PYRIMIDIN-4-YL}AMINO)BENZAMIDE
DB13127	-6.169610732491456	-10.624857946970423	Olokizumab
DB09036	-6.169610732491456	-10.624857946970423	Siltuximab
DB12140	-6.016540257566526	-10.410243226018586	Dilmapimod
DB05121	-5.993961427306569	-10.378586243455253	1D09C3
DB06226	-5.983936280687191	-10.364530338518168	Nelipepimut-S
DB12016	-5.8971538676367405	-10.242855774109302	Ponesimod
DB11626	-5.887352471549449	-10.229113581911596	Tasonermin
DB04115	-5.872117789475416	-10.207753570820547	Berberine
DB05141	-5.872117789475416	-10.207753570820547	LY2181308
DB05259	-5.834810737062605	-10.155446666781492	Glatiramer
DB03507	-5.780743515792329	-10.079640920367938	6-[3-(4-Morpholinyl)Propyl]-2-(3-Nitrophenyl)-5-Thioxo-5,6,-Dihydro-7h-Thienol[2',3':4,5]Pyrrolo[1,2-C]Imidazol-7-One
DB05906	-5.768320995793772	-10.062223742663901	CCR5 mAb
DB04835	-5.768320995793772	-10.062223742663901	Maraviroc
DB06652	-5.768320995793772	-10.062223742663901	Vicriviroc
DB06497	-5.768320995793772	-10.062223742663901	Aplaviroc
DB05941	-5.768320995793772	-10.062223742663901	Leronlimab
DB12960	-5.768320995793772	-10.062223742663901	INCB-9471
DB11745	-5.560681631015528	-9.771099903449617	Otenabant
DB05077	-5.560681631015528	-9.771099903449617	SLV319
DB05750	-5.560681631015528	-9.771099903449617	AVE-1625
DB05201	-5.560681631015528	-9.771099903449617	V24343
DB03683	-5.556828061699537	-9.765696949654476	2-{[Formyl(Hydroxy)Amino]Methyl}-4-Methylpentanoic Acid
DB01949	-5.556828061699537	-9.765696949654476	2-Amino-N,3,3-Trimethylbutanamide
DB07285	-5.556828061699537	-9.765696949654476	(3R)-4,4-DIFLUORO-3-[(4-METHOXYPHENYL)SULFONYL]BUTANOIC ACID
DB07117	-5.556828061699537	-9.765696949654476	5-(4-PHENOXYPHENYL)-5-(4-PYRIMIDIN-2-YLPIPERAZIN-1-YL)PYRIMIDINE-2,4,6(2H,3H)-TRIONE
DB07246	-5.556828061699537	-9.765696949654476	(2R)-2-AMINO-3,3,3-TRIFLUORO-N-HYDROXY-2-{[(4-PHENOXYPHENYL)SULFONYL]METHYL}PROPANAMIDE
DB05495	-5.556828061699537	-9.765696949654476	PG-530742
DB02911	-5.497168225293202	-9.682049994559724	2,4-Diamino-6-Phenyl-5,6,7,8,-Tetrahydropteridine
DB03332	-5.497168225293202	-9.682049994559724	5,6-Cyclic-Tetrahydropteridine
DB04018	-5.497168225293202	-9.682049994559724	S-Isopropyl-Isothiourea
DB03305	-5.497168225293202	-9.682049994559724	N(G)-Iminoethylornithine
DB01833	-5.497168225293202	-9.682049994559724	Canavanine
DB07001	-5.497168225293202	-9.682049994559724	(3S,5E)-3-propyl-3,4-dihydrothieno[2,3-f][1,4]oxazepin-5(2H)-imine
DB02979	-5.497168225293202	-9.682049994559724	N1,N14-Bis((S-Methyl)Isothioureido)Tetradecane
DB02335	-5.497168225293202	-9.682049994559724	2-Aminothiazoline
DB02048	-5.497168225293202	-9.682049994559724	1,2,4-Triazole-Carboxamidine
DB03918	-5.497168225293202	-9.682049994559724	6S-5,6,7,8-Tetrahydrobiopterin
DB02141	-5.497168225293202	-9.682049994559724	S,S'-(1,4-Phenylene-Bis(1,2-Ethanediyl))Bis-Isothiourea
DB03065	-5.497168225293202	-9.682049994559724	7-Nitroindazole-2-Carboxamidine
DB03910	-5.497168225293202	-9.682049994559724	S,S'-(1,3-Phenylene-Bis(1,2-Ethanediyl))Bis-Isothiourea
DB04559	-5.497168225293202	-9.682049994559724	N-(Chlorophenyl)-N'-hydroxyguanidine
DB03974	-5.497168225293202	-9.682049994559724	L-homoarginine
DB02589	-5.497168225293202	-9.682049994559724	Se-Ethyl-Isoselenourea
DB06360	-5.484796933490655	-9.664704642104788	Lucatumumab
DB12589	-5.484796933490655	-9.664704642104788	Dacetuzumab
DB06857	-5.365976015021851	-9.498110017812092	N-(4-CARBAMIMIDOYL-3-CHORO-PHENYL)-2-HYDROXY-3-IODO-5-METHYL-BENZAMIDE
DB07076	-5.365976015021851	-9.498110017812092	6-[(Z)-AMINO(IMINO)METHYL]-N-[3-(CYCLOPENTYLOXY)PHENYL]-2-NAPHTHAMIDE
DB03782	-5.365976015021851	-9.498110017812092	N-(1-adamantyl)-N'-(4-guanidinobenzyl)urea
DB02473	-5.365976015021851	-9.498110017812092	6-[N-(1-Isopropyl-3,4-Dihydro-7-Isoquinolinyl)Carbamyl]-2-Naphthalenecarboxamidine
DB06856	-5.365976015021851	-9.498110017812092	6-FLUORO-2-[2-HYDROXY-3-(2-METHYL-CYCLOHEXYLOXY)-PHENYL]-1H-INDOLE-5-CARBOXAMIDINE
DB04172	-5.365976015021851	-9.498110017812092	[2,4,6-Triisopropyl-Phenylsulfonyl-L-[3-Amidino-Phenylalanine]]-Piperazine-N'-Beta-Alanine
DB03082	-5.365976015021851	-9.498110017812092	6-[(Z)-Amino(Imino)Methyl]-N-[4-(Aminomethyl)Phenyl]-4-(Pyrimidin-2-Ylamino)-2-Naphthamide
DB03046	-5.365976015021851	-9.498110017812092	7-Methoxy-8-[1-(Methylsulfonyl)-1h-Pyrazol-4-Yl]Naphthalene-2-Carboximidamide
DB08697	-5.365976015021851	-9.498110017812092	4-(2-aminoethoxy)-N-(3-chloro-5-piperidin-1-ylphenyl)-3,5-dimethylbenzamide
DB01977	-5.365976015021851	-9.498110017812092	6-(N-Phenylcarbamyl)-2-Naphthalenecarboxamidine
DB02551	-5.365976015021851	-9.498110017812092	6-[N-(4-Ethyl-1,2,3,4-Tetrahydro-6-Isoquinolinyl)Carbamyl]-2-Naphthalenecarboxamidine
DB02398	-5.365976015021851	-9.498110017812092	6-[N-(4-(Aminomethyl)Phenyl)Carbamyl]-2-Naphthalenecarboxamidine
DB02705	-5.365976015021851	-9.498110017812092	6-[N-(1-Isopropyl-1,2,3,4-Tetrahydro-7-Isoquinolinyl)Carbamyl]-2-Naphthalenecarboxamidine
DB08072	-5.365976015021851	-9.498110017812092	4-(2-AMINOETHOXY)-3,5-DICHLORO-N-[3-(1-METHYLETHOXY)PHENYL]BENZAMIDE
DB04059	-5.365976015021851	-9.498110017812092	8-(Pyrimidin-2-Ylamino)Naphthalene-2-Carboximidamide
DB07626	-5.365976015021851	-9.498110017812092	4-(2-aminoethoxy)-N-(3-chloro-2-ethoxy-5-piperidin-1-ylphenyl)-3,5-dimethylbenzamide
DB07625	-5.365976015021851	-9.498110017812092	4-(2-aminoethoxy)-N-(2,5-diethoxyphenyl)-3,5-dimethylbenzamide
DB03729	-5.365976015021851	-9.498110017812092	2-Amino-1H-benzimidazol-5-ol
DB07122	-5.365976015021851	-9.498110017812092	1-[4-(2-oxo-2-phenylethyl)phenyl]guanidine
DB07129	-5.365976015021851	-9.498110017812092	(2R)-1-(2,6-dimethylphenoxy)propan-2-amine
DB03476	-5.365976015021851	-9.498110017812092	Trans-6-(2-Phenylcyclopropyl)-Naphthalene-2-Carboxamidine
DB05133	-5.337538079701318	-9.458238190431562	VP025
DB12119	-5.337538079701318	-9.458238190431562	Gevokizumab
DB05442	-5.337538079701318	-9.458238190431562	Etiprednol dicloacetate
DB06168	-5.337538079701318	-9.458238190431562	Canakinumab
DB14724	-5.2574953720277815	-9.346013129524094	Emapalumab
DB05111	-5.2574953720277815	-9.346013129524094	Fontolizumab
DB05110	-5.2574953720277815	-9.346013129524094	VIR201
DB08879	-5.247024072160486	-9.33133168883395	Belimumab
DB05507	-5.224762934028931	-9.300120131213076	VX-765
DB00535	-5.209486152841421	-9.278701094437972	Cefdinir
DB00719	-5.204006687076795	-9.27101852850475	Azatadine
DB00341	-5.204006687076795	-9.27101852850475	Cetirizine
DB06691	-5.204006687076795	-9.27101852850475	Mepyramine
DB09488	-5.204006687076795	-9.27101852850475	Acrivastine
DB08802	-5.204006687076795	-9.27101852850475	Isothipendyl
DB08800	-5.204006687076795	-9.27101852850475	Chloropyramine
DB08799	-5.204006687076795	-9.27101852850475	Antazoline
DB00283	-5.204006687076795	-9.27101852850475	Clemastine
DB00985	-5.204006687076795	-9.27101852850475	Dimenhydrinate
DB00748	-5.204006687076795	-9.27101852850475	Carbinoxamine
DB00427	-5.204006687076795	-9.27101852850475	Triprolidine
DB00950	-5.204006687076795	-9.27101852850475	Fexofenadine
DB09555	-5.204006687076795	-9.27101852850475	Dexchlorpheniramine maleate
DB01071	-5.204006687076795	-9.27101852850475	Mequitazine
DB01246	-5.204006687076795	-9.27101852850475	Alimemazine
DB06766	-5.204006687076795	-9.27101852850475	Alcaftadine
DB00967	-5.204006687076795	-9.27101852850475	Desloratadine
DB00405	-5.204006687076795	-9.27101852850475	Dexbrompheniramine
DB01619	-5.204006687076795	-9.27101852850475	Phenindamine
DB01237	-5.204006687076795	-9.27101852850475	Bromodiphenhydramine
DB01615	-5.204006687076795	-9.27101852850475	Aceprometazine
DB08936	-5.204006687076795	-9.27101852850475	Chlorcyclizine
DB05345	-5.204006687076795	-9.27101852850475	SO-101
DB00792	-5.204006687076795	-9.27101852850475	Tripelennamine
DB04837	-5.204006687076795	-9.27101852850475	Clofedanol
DB00902	-5.204006687076795	-9.27101852850475	Methdilazine
DB11591	-5.204006687076795	-9.27101852850475	Bilastine
DB06282	-5.204006687076795	-9.27101852850475	Levocetirizine
DB01084	-5.204006687076795	-9.27101852850475	Emedastine
DB04890	-5.204006687076795	-9.27101852850475	Bepotastine
DB12836	-5.1298987149230735	-9.167114351217279	Grapiprant
DB07733	-5.111987788356544	-9.142002071994588	1-METHYL-3-TRIFLUOROMETHYL-1H-THIENO[2,3-C]PYRAZOLE-5-CARBOXYLIC ACID (2-MERCAPTO-ETHYL)-AMIDE
DB15628	-5.111987788356544	-9.142002071994588	Inolimomab
DB04875	-5.111987788356544	-9.142002071994588	Pralnacasan
DB07744	-5.111987788356544	-9.142002071994588	Z-Val-Ala-Asp fluoromethyl ketone
DB07916	-5.111987788356544	-9.142002071994588	3-{6-[(8-HYDROXY-QUINOLINE-2-CARBONYL)-AMINO]-2-THIOPHEN-2-YL-HEXANOYLAMINO}-4-OXO-BUTYRI ACID
DB03988	-5.0689042022202315	-9.081596093501455	2,6-Diamino-Hexanoic Acid Amide
DB07202	-4.927253685157205	-8.882992893197322	6-CHLORO-3-(3-METHYLISOXAZOL-5-YL)-4-PHENYLQUINOLIN-2(1H)-ONE
DB07167	-4.927253685157205	-8.882992893197322	5-CYANO-FURAN-2-CARBOXYLIC ACID [5-HYDROXYMETHYL-2-(4-METHYL-PIPERIDIN-1-YL)-PHENYL]-AMIDE
DB03614	-4.820281565605037	-8.73301105248915	Mecobalamin
DB07416	-4.812184355372417	-8.721658239247967	(2S)-2-(BUTYRYLOXY)-3-HYDROXYPROPYL NONANOATE
DB08647	-4.812184355372417	-8.721658239247967	Trazeolide
DB07716	-4.812184355372417	-8.721658239247967	(4Z)-2,8:7,12:11,15:14,18:17,22-PENTAANHYDRO-4,5,6,9,10,13,19,20,21-NONADEOXY-D-ARABINO-D-ALLO-D-ALLO-DOCOSA-4,9,20-TRIENITOL
DB07784	-4.812184355372417	-8.721658239247967	[4-(4-ACETYLAMINO-PHENYL)-3,5-DIOXO-4-AZA-TRICYCLO[5.2.2.0 2,6]UNDEC-1-YLCARBAMOYLOXY]-ACETIC ACID
DB07893	-4.812184355372417	-8.721658239247967	PHENYL[1-(N-SUCCINYLAMINO)PENTYL]PHOSPHONATE
DB01851	-4.812184355372417	-8.721658239247967	Tetrabutylammonium Ion
DB08289	-4.812184355372417	-8.721658239247967	N-(PARA-GLUTARAMIDOPHENYL-ETHYL)-PIPERIDINIUM-N-OXIDE
DB07882	-4.812184355372417	-8.721658239247967	4-{4-[2-(1A,7A-DIMETHYL-4-OXY-OCTAHYDRO-1-OXA-4-AZA-CYCLOPROPA[A]NAPHTHALEN-4-YL) -ACETYLAMINO]-PHENYLCARBAMOYL}-BUTYRIC ACID
DB06720	-4.770684624465665	-8.663472928380559	Velaglucerase alfa
DB08283	-4.770684624465665	-8.663472928380559	(2R,3R,4R,5S)-2-(HYDROXYMETHYL)-1-NONYLPIPERIDINE-3,4,5-TRIOL
DB11569	-4.736198448394496	-8.615121075694143	Ixekizumab
DB09029	-4.736198448394496	-8.615121075694143	Secukinumab
DB06372	-4.611373439071144	-8.440108327109678	Rilonacept
DB15765	-4.605170185988092	-8.431410964472855	Sintilimab
DB05916	-4.605170185988092	-8.431410964472855	CT-011
DB15627	-4.605170185988092	-8.431410964472855	Dostarlimab
DB09037	-4.605170185988092	-8.431410964472855	Pembrolizumab
DB15767	-4.605170185988092	-8.431410964472855	AMP-224
DB09035	-4.605170185988092	-8.431410964472855	Nivolumab
DB14707	-4.605170185988092	-8.431410964472855	Cemiplimab
DB15768	-4.605170185988092	-8.431410964472855	MEDI0680
DB15766	-4.605170185988092	-8.431410964472855	Retifanlimab
DB16740	-4.605170185988092	-8.431410964472855	Prolgolimab
DB14922	-4.605170185988092	-8.431410964472855	Tislelizumab
DB15043	-4.605170185988092	-8.431410964472855	Toripalimab
DB14776	-4.605170185988092	-8.431410964472855	Camrelizumab
DB14892	-4.605170185988092	-8.431410964472855	Spartalizumab
DB08658	-4.3694478524670215	-8.10091298401287	Ethyl hydrogen diethylamidophosphate
DB07940	-4.3694478524670215	-8.10091298401287	9-(3-IODOBENZYLAMINO)-1,2,3,4-TETRAHYDROACRIDINE
DB01057	-4.3694478524670215	-8.10091298401287	Echothiophate
DB00772	-4.3694478524670215	-8.10091298401287	Malathion
DB03568	-4.3694478524670215	-8.10091298401287	Butyric Acid
DB02811	-4.3694478524670215	-8.10091298401287	Diethyl phosphonate
DB03822	-4.3694478524670215	-8.10091298401287	Ethyl dihydrogen phosphate
DB03672	-4.3694478524670215	-8.10091298401287	9-N-Phenylmethylamino-Tacrine
DB07681	-4.3694478524670215	-8.10091298401287	DODECANESULFONATE ION
DB08201	-4.3694478524670215	-8.10091298401287	(1S)-menthyl hexyl phosphonate group
DB08200	-4.3694478524670215	-8.10091298401287	(1R)-menthyl hexyl phosphonate group
DB00941	-4.3694478524670215	-8.10091298401287	Hexafluronium
DB04250	-4.3694478524670215	-8.10091298401287	Butyrylthiocholine
DB05470	-4.262405193174895	-7.9508322420200805	VX-702
DB03020	-4.007333185232471	-7.59320476465036	5-beta-D-ribofuranosylnicotinamide adenine dinucleotide
DB02131	-4.007333185232471	-7.59320476465036	N-1-methylheptylformamide
DB01711	-4.007333185232471	-7.59320476465036	2,3,4,5,6-Pentafluorobenzyl Alcohol
DB03061	-4.007333185232471	-7.59320476465036	(R)-N-(1-Methyl-Hexyl)-Formamide
DB02871	-4.007333185232471	-7.59320476465036	3-Butylthiolane 1-Oxide
DB04071	-4.007333185232471	-7.59320476465036	Cpad
DB04312	-4.007333185232471	-7.59320476465036	2,3-Difluorobenzyl Alcohol
DB04113	-4.007333185232471	-7.59320476465036	N-Formylpiperidine
DB04448	-4.007333185232471	-7.59320476465036	2,4-Difluorobenzyl Alcohol 2,4-Difluoro-1-(Hydroxymethyl)Benzene
DB02822	-4.007333185232471	-7.59320476465036	Para-Bromobenzyl Alcohol
DB02249	-4.007333185232471	-7.59320476465036	2-Ethoxyethanol
DB05959	-3.985816999217674	-7.563037678151294	ENMD-1198
DB02763	-3.9318256327243257	-7.4873382850484695	5-Mercapto-2-Nitro-Benzoic Acid
DB14762	-3.9318256327243257	-7.4873382850484695	Risankizumab
DB14004	-3.9318256327243257	-7.4873382850484695	Tildrakizumab
DB05848	-3.9318256327243257	-7.4873382850484695	humanized SMART Anti-IL-12 Antibody
DB05679	-3.9318256327243257	-7.4873382850484695	Ustekinumab
DB05459	-3.810352543419131	-7.3170251454493584	Briakinumab
DB04892	-3.80103542678439	-7.303961944413226	Phenserine
DB11640	-3.7376696182833684	-7.21511897638818	Amifampridine
DB11834	-3.6888794541139363	-7.146712005850247	Guselkumab
DB11294	-3.65929923599792	-7.105238623999328	Coccidioides immitis spherule
DB05767	-3.209924154539916	-6.4751856516209765	Andrographolide
DB11967	-3.209924154539916	-6.4751856516209765	Binimetinib
DB07010	-2.924533141316729	-6.0750489649405806	N-BENZYL-4-[4-(3-CHLOROPHENYL)-1H-PYRAZOL-3-YL]-1H-PYRROLE-2-CARBOXAMIDE
DB08521	-2.924533141316729	-6.0750489649405806	4-[4-(4-Fluorophenyl)-2-[4-[(R)-methylsulfinyl]phenyl]-1H-imidazol-5-yl]pyridine
DB13930	-2.924533141316729	-6.0750489649405806	Ulixertinib
DB04338	-2.924533141316729	-6.0750489649405806	SB220025
DB05869	-2.7712359802534023	-5.860116415339167	Ethyl pyruvate
DB05207	-2.7712359802534023	-5.860116415339167	SD118
DB05303	-2.7712359802534023	-5.860116415339167	OMS-103HP
DB09033	-2.7164700463695897	-5.783331028582476	Vedolizumab
DB08687	-2.6849504914141136	-5.739138570862507	FG-2216
DB05744	-2.6780206732495655	-5.72942251691833	CRx-139
DB07347	-2.6719402170631654	-5.720897323484755	4-(2-Aminoethyl)Benzenesulfonyl Fluoride
DB07276	-2.633600274270681	-5.667142240228147	5-CYANO-N-(2,5-DIMETHOXYBENZYL)-6-ETHOXYPYRIDINE-2-CARBOXAMIDE
DB07272	-2.633600274270681	-5.667142240228147	N-(4-AMINO-5-CYANO-6-ETHOXYPYRIDIN-2-YL)-2-(4-BROMO-2,5-DIMETHOXYPHENYL)ACETAMIDE
DB07218	-2.633600274270681	-5.667142240228147	6-CHLORO-9-HYDROXY-1,3-DIMETHYL-1,9-DIHYDRO-4H-PYRAZOLO[3,4-B]QUINOLIN-4-ONE
DB00759	-2.6053000385123264	-5.62746347655325	Tetracycline
DB02740	-2.5767365649564	-5.587415636434986	3-Indolebutyric Acid
DB00448	-2.479212346514891	-5.450680365069721	Lansoprazole
DB05412	-2.470002510052031	-5.437767577783616	Talmapimod
DB12371	-2.4485769338183703	-5.407727532066932	Siponimod
DB12612	-2.4485769338183703	-5.407727532066932	Ozanimod
DB05501	-2.384160497896886	-5.317411516344231	AMD-070
DB00637	-2.2906078450266443	-5.186244637167188	Astemizole
DB00486	-2.280340815507764	-5.171849596737089	Nabilone
DB00470	-2.280340815507764	-5.171849596737089	Dronabinol
DB06155	-2.280340815507764	-5.171849596737089	Rimonabant
DB04223	-2.248584112646601	-5.127324642292143	Nitroarginine
DB08018	-2.248584112646601	-5.127324642292143	N-{(3S,4S)-4-[(6-AMINO-4-METHYLPYRIDIN-2-YL)METHYL]PYRROLIDIN-3-YL}-N'-(4-CHLOROBENZYL)ETHANE-1,2-DIAMINE
DB01686	-2.248584112646601	-5.127324642292143	N,N-dimethylarginine
DB01821	-2.248584112646601	-5.127324642292143	L-N(omega)-Nitroarginine-2,4-L-diaminobutyric amide
DB08019	-2.248584112646601	-5.127324642292143	N-{(3R,4S)-4-[(6-amino-4-methylpyridin-2-yl)methyl]pyrrolidin-3-yl}-N'-(3-chlorobenzyl)ethane-1,2-diamine
DB03707	-2.248584112646601	-5.127324642292143	S-Ethyl-N-Phenyl-Isothiourea
DB07244	-2.248584112646601	-5.127324642292143	5-{4-[(3,5-DIFLUOROBENZYL)AMINO]PHENYL}-6-ETHYLPYRIMIDINE-2,4-DIAMINE
DB03100	-2.248584112646601	-5.127324642292143	6-Nitroindazole
DB04534	-2.248584112646601	-5.127324642292143	5-Nitroindazole
DB02234	-2.248584112646601	-5.127324642292143	S-Ethylisothiourea
DB07388	-2.248584112646601	-5.127324642292143	ETHYL 4-[(4-METHYLPYRIDIN-2-YL)AMINO]PIPERIDINE-1-CARBOXYLATE
DB02077	-2.248584112646601	-5.127324642292143	L-N(omega)-nitroarginine-(4R)-amino-L-proline amide
DB02207	-2.248584112646601	-5.127324642292143	7-Nitroindazole
DB02027	-2.248584112646601	-5.127324642292143	N-{(4S)-4-Amino-5-[(2-aminoethyl)amino]pentyl}-N'-nitroguanidine
DB06855	-2.1829880075109256	-5.035354653918327	6-fluoro-2-(2-hydroxy-3-isobutoxy-phenyl)-1H-benzoimidazole-5-carboxamidine
DB03876	-2.1829880075109256	-5.035354653918327	Thieno[2,3-B]Pyridine-2-Carboxamidine
DB05254	-2.1829880075109256	-5.035354653918327	Fibrinolysin
DB02526	-2.1829880075109256	-5.035354653918327	CRA_10655
DB01905	-2.1829880075109256	-5.035354653918327	2-(2-Hydroxy-5-Methoxy-Phenyl)-1h-Benzoimidazole-5-Carboxamidine
DB01296	-2.1287476860138907	-4.959306209774328	Glucosamine
DB01250	-2.1287476860138907	-4.959306209774328	Olsalazine
DB05079	-2.1020033435383976	-4.921808909264656	HY10275
DB01075	-2.1020033435383976	-4.921808909264656	Diphenhydramine
DB00920	-2.1020033435383976	-4.921808909264656	Ketotifen
DB00455	-2.1020033435383976	-4.921808909264656	Loratadine
DB00557	-2.1020033435383976	-4.921808909264656	Hydroxyzine
DB00354	-2.1020033435383976	-4.921808909264656	Buclizine
DB08801	-2.1020033435383976	-4.921808909264656	Dimetindene
DB05080	-2.1020033435383976	-4.921808909264656	OBE101
DB01106	-2.1020033435383976	-4.921808909264656	Levocabastine
DB00215	-2.1020033435383976	-4.921808909264656	Citalopram
DB06698	-2.1020033435383976	-4.921808909264656	Betahistine
DB04905	-2.1020033435383976	-4.921808909264656	Tesmilifene
DB11614	-2.1020033435383976	-4.921808909264656	Rupatadine
DB13615	-2.0795276496072646	-4.890296530514968	Mifamurtide
DB11113	-2.0649493574615367	-4.86985682062092	Castor oil
DB05301	-2.055993894178272	-4.857300681009575	LAX-101
DB00074	-2.055993894178272	-4.857300681009575	Basiliximab
DB06083	-2.0253590913039456	-4.8143487030170045	Tapinarof
DB01017	-1.9839355791545397	-4.7562702557844485	Minocycline
DB06681	-1.929906202180836	-4.680517569526045	Belatacept
DB01281	-1.929906202180836	-4.680517569526045	Abatacept
DB07909	-1.9060921776862085	-4.647128764636264	(1S,2S,5S)2-(4-GLUTARIDYLBENZYL)-5-PHENYL-1-CYCLOHEXANOL
DB08413	-1.9060921776862085	-4.647128764636264	METHYL-PHOSPHONIC ACID MONO-(4-NITRO-PHENYL) ESTER
DB07441	-1.9060921776862085	-4.647128764636264	3-{[(9-CYANO-9,10-DIHYDRO-10-METHYLACRIDIN-9-YL)CARBONYL]AMINO}PROPANOIC ACID
DB03106	-1.8853423122328326	-4.61803610920256	scyllo-inositol
DB07702	-1.872466064181625	-4.599982775378569	17alpha-Estriol
DB05024	-1.6972245773362196	-4.3542828595917	CTA018
DB00989	-1.6847239262335107	-4.336756137018716	Rivastigmine
DB01010	-1.6847239262335107	-4.336756137018716	Edrophonium
DB02845	-1.6847239262335107	-4.336756137018716	Methylphosphinic Acid
DB00733	-1.6847239262335107	-4.336756137018716	Pralidoxime
DB00545	-1.6847239262335107	-4.336756137018716	Pyridostigmine
DB00944	-1.6847239262335107	-4.336756137018716	Demecarium
DB11397	-1.6847239262335107	-4.336756137018716	Dichlorvos
DB08513	-1.6163554275444858	-4.240899073301908	[4-({5-(AMINOCARBONYL)-4-[(3-METHYLPHENYL)AMINO]PYRIMIDIN-2-YL}AMINO)PHENYL]ACETIC ACID
DB06641	-1.6163554275444858	-4.240899073301908	Perifosine
DB01176	-1.6020033435383976	-4.220776521872218	Cyclizine
DB00737	-1.6020033435383976	-4.220776521872218	Meclizine
DB01146	-1.6020033435383976	-4.220776521872218	Diphenylpyraline
DB08910	-1.514157320168935	-4.097610706900966	Pomalidomide
DB03226	-1.5036665926162356	-4.082902027337461	Trifluoroethanol
DB03559	-1.5036665926162356	-4.082902027337461	Cyclohexylformamide
DB06822	-1.4776466975797264	-4.046420449063172	Tinzaparin
DB05122	-1.4776466975797264	-4.046420449063172	R1295
DB01275	-1.4566336609427424	-4.016958810583192	Hydralazine
DB04688	-1.4060921776862085	-3.9460963772438262	Methylecgonine
DB01404	-1.3898702441638189	-3.923352175673182	Ginseng
DB08837	-1.3688348091416842	-3.893859133206371	Tetraethylammonium
