# Reference distribution mean: 1.187870896038214 and standard deviation: 0.9373678057811813
# Threshold: 0.68
# 3.83% of reference distribution below threshold, 11.81% of distances distribution below threshold
DrugBank_ID	Distance	Proximity	DrugBank_Name
DB07319	-7.198931240688173	-8.947183896226322	6-(3-BROMO-2-NAPHTHYL)-1,3,5-TRIAZINE-2,4-DIAMINE
DB07317	-7.198931240688173	-8.947183896226322	(3E)-3-[(phenylamino)methylidene]dihydrofuran-2(3H)-one
DB06969	-7.198931240688173	-8.947183896226322	2-amino-4-[2,4-dichloro-5-(2-pyrrolidin-1-ylethoxy)phenyl]-N-ethylthieno[2,3-d]pyrimidine-6-carboxamide
DB03137	-7.198931240688173	-8.947183896226322	8-(2,5-Dimethoxy-Benzyl)-2-Fluoro-9-Pent-9h-Purin-6-Ylamine
DB05015	-6.902742737158593	-8.631204937163668	Belinostat
DB12565	-6.902742737158593	-8.631204937163668	Abexinostat
DB06603	-6.902742737158593	-8.631204937163668	Panobinostat
DB15534	-6.785704456029293	-8.506346498024337	Colchiceine
DB08655	-6.7580945044277305	-8.476891729649234	9-ACETYL-2,3,4,9-TETRAHYDRO-1H-CARBAZOL-1-ONE
DB00361	-6.755768921984255	-8.474410758541486	Vinorelbine
DB01394	-6.755768921984255	-8.474410758541486	Colchicine
DB05284	-6.755768921984255	-8.474410758541486	CA4P
DB11641	-6.755768921984255	-8.474410758541486	Vinflunine
DB05971	-6.748759547491679	-8.466933038003885	Archexin
DB06094	-6.747586526829315	-8.465681639507874	Apatorsen
DB00541	-6.60390893821074	-8.312403931726095	Vincristine
DB00643	-6.571788386901763	-8.278137178472063	Mebendazole
DB00518	-6.571788386901763	-8.278137178472063	Albendazole
DB05282	-6.403574197934815	-8.098683405972631	MCC
DB13978	-6.364750756851911	-8.057265895318368	Selisistat
DB03893	-6.343880434126331	-8.035001078245644	Thionicotinamide-Adenine-Dinucleotide
DB04910	-6.327936783729195	-8.017992119436942	Oxibendazole
DB08629	-6.28729322847192	-7.9746328798656565	N1-(2-AMINO-4-METHYLPENTYL)OCTAHYDRO-PYRROLO[1,2-A] PYRIMIDINE
DB08399	-6.28729322847192	-7.9746328798656565	Piceatannol
DB07384	-6.28729322847192	-7.9746328798656565	1-ACETYL-2-CARBOXYPIPERIDINE
DB07394	-6.28729322847192	-7.9746328798656565	AUROVERTIN B
DB01629	-6.2766434893416445	-7.963271556098623	5-fluorouridine
DB05025	-6.2766434893416445	-7.963271556098623	Arimoclomol
DB07268	-6.267200548541362	-7.9531976654208725	2-({2-[(3-HYDROXYPHENYL)AMINO]PYRIMIDIN-4-YL}AMINO)BENZAMIDE
DB07845	-6.267200548541362	-7.9531976654208725	2-fluoro-6-{[2-({2-methoxy-4-[(methylsulfonyl)methyl]phenyl}amino)-7H-pyrrolo[2,3-d]pyrimidin-4-yl]amino}benzamide
DB04845	-6.20050917404269	-7.88205016698178	Ixabepilone
DB02285	-6.184148890937483	-7.8645967372775525	Protoporphyrin
DB08121	-6.175867270105761	-7.855761762595634	(2S)-2-(biphenyl-4-yloxy)-3-phenylpropanoic acid
DB07302	-6.175867270105761	-7.855761762595634	9(S)-HODE
DB07209	-6.175867270105761	-7.855761762595634	(8R,9Z,12Z)-8-hydroxy-6-oxooctadeca-9,12-dienoic acid
DB09198	-6.175867270105761	-7.855761762595634	Lobeglitazone
DB09201	-6.175867270105761	-7.855761762595634	Ciglitazone
DB12662	-6.175867270105761	-7.855761762595634	Naveglitazar
DB04689	-6.175867270105761	-7.855761762595634	2-{5-[3-(6-BENZOYL-1-PROPYLNAPHTHALEN-2-YLOXY)PROPOXY]INDOL-1-YL}ETHANOIC ACID
DB08302	-6.175867270105761	-7.855761762595634	3-[5-(2-nitropent-1-en-1-yl)furan-2-yl]benzoic acid
DB05490	-6.175867270105761	-7.855761762595634	AMG-131
DB14034	-6.175867270105761	-7.855761762595634	Darglitazone
DB04270	-6.175867270105761	-7.855761762595634	(S)-3-(4-(2-Carbazol-9-Yl-Ethoxy)-Phenyl)-2-Ethoxy-Propionic Acid
DB11811	-6.175867270105761	-7.855761762595634	Arhalofenate
DB07172	-6.175867270105761	-7.855761762595634	(5R,6E,8Z,11Z,14Z,17Z)-5-hydroxyicosa-6,8,11,14,17-pentaenoic acid
DB07208	-6.175867270105761	-7.855761762595634	(8E,10S,12Z)-10-hydroxy-6-oxooctadeca-8,12-dienoic acid
DB07842	-6.175867270105761	-7.855761762595634	(2S)-2-(4-ethylphenoxy)-3-phenylpropanoic acid
DB07053	-6.175867270105761	-7.855761762595634	2-{5-[3-(7-PROPYL-3-TRIFLUOROMETHYLBENZO[D]ISOXAZOL-6-YLOXY)PROPOXY]INDOL-1-YL}ETHANOIC ACID
DB07509	-6.175867270105761	-7.855761762595634	difluoro(5-{2-[(5-octyl-1H-pyrrol-2-yl-kappaN)methylidene]-2H-pyrrol-5-yl-kappaN}pentanoato)boron
DB07723	-6.175867270105761	-7.855761762595634	3-(5-methoxy-1H-indol-3-yl)propanoic acid
DB05854	-6.175867270105761	-7.855761762595634	CLX-0921
DB07675	-6.175867270105761	-7.855761762595634	(2S)-2-ETHOXY-3-{4-[2-(10H-PHENOXAZIN-10-YL)ETHOXY]PHENYL}PROPANOIC ACID
DB07111	-6.175867270105761	-7.855761762595634	(4S,5E,7Z,10Z,13Z,16Z,19Z)-4-hydroxydocosa-5,7,10,13,16,19-hexaenoic acid
DB06926	-6.175867270105761	-7.855761762595634	(9Z,11E,13S)-13-hydroxyoctadeca-9,11-dienoic acid
DB08435	-6.175867270105761	-7.855761762595634	(5E,14E)-11-oxoprosta-5,9,12,14-tetraen-1-oic acid
DB08760	-6.175867270105761	-7.855761762595634	(2S)-2-(4-chlorophenoxy)-3-phenylpropanoic acid
DB08560	-6.175867270105761	-7.855761762595634	3-FLUORO-N-[1-(4-FLUOROPHENYL)-3-(2-THIENYL)-1H-PYRAZOL-5-YL]BENZENESULFONAMIDE
DB04974	-6.1070228877422545	-7.782317398559542	Rimiducid
DB00877	-6.1070228877422545	-7.782317398559542	Sirolimus
DB06233	-6.1070228877422545	-7.782317398559542	Ridaforolimus
DB06287	-6.1070228877422545	-7.782317398559542	Temsirolimus
DB01590	-6.1070228877422545	-7.782317398559542	Everolimus
DB03010	-6.042879103444127	-7.713887712898777	Patupilone
DB01873	-6.042879103444127	-7.713887712898777	Epothilone D
DB12334	-6.016941790607386	-7.686217344152619	Milataxel
DB14917	-6.013715156042802	-7.682775115238117	Ceralasertib
DB07558	-5.991464547107982	-7.65903778524066	acetylleucyl-leucyl-norleucinal
DB04657	-5.981414211254481	-7.6483159151364	Carboxin
DB00188	-5.959784938712793	-7.625241437425206	Bortezomib
DB04249	-5.942799375126701	-7.607120947814475	Zinc Substituted Heme C
DB03934	-5.942799375126701	-7.607120947814475	Zinc protoporphyrin
DB08515	-5.9407813107310385	-7.604968042217318	(3AR,6R,6AS)-6-((S)-((S)-CYCLOHEX-2-ENYL)(HYDROXY)METHYL)-6A-METHYL-4-OXO-HEXAHYDRO-2H-FURO[3,2-C]PYRROLE-6-CARBALDEHYDE
DB08498	-5.8998973535824915	-7.561352337798628	(1S)-1-(3-chlorophenyl)-2-oxo-2-[(1,3,4-trioxo-1,2,3,4-tetrahydroisoquinolin-5-yl)amino]ethyl acetate
DB08499	-5.8998973535824915	-7.561352337798628	N-[3-(2-fluoroethoxy)phenyl]-N'-(1,3,4-trioxo-1,2,3,4-tetrahydroisoquinolin-6-yl)butanediamide
DB08497	-5.8998973535824915	-7.561352337798628	(1S)-2-oxo-1-phenyl-2-[(1,3,4-trioxo-1,2,3,4-tetrahydroisoquinolin-5-yl)amino]ethyl acetate
DB07696	-5.8998973535824915	-7.561352337798628	methyl (3S)-3-[(tert-butoxycarbonyl)amino]-4-oxopentanoate
DB08229	-5.8998973535824915	-7.561352337798628	[N-(3-dibenzylcarbamoyl-oxiranecarbonyl)-hydrazino]-acetic acid
DB08251	-5.8998973535824915	-7.561352337798628	4-[5-(2-CARBOXY-1-FORMYL-ETHYLCARBAMOYL)-PYRIDIN-3-YL]-BENZOIC ACID
DB03124	-5.8998973535824915	-7.561352337798628	5-[4-(1-Carboxymethyl-2-Oxo-Propylcarbamoyl)-Benzylsulfamoyl]-2-Hydroxy-Benzoic Acid
DB08213	-5.8998973535824915	-7.561352337798628	1-METHYL-5-(2-PHENOXYMETHYL-PYRROLIDINE-1-SULFONYL)-1H-INDOLE-2,3-DIONE
DB06862	-5.8998973535824915	-7.561352337798628	2-HYDROXY-5-(2-MERCAPTO-ETHYLSULFAMOYL)-BENZOIC ACID
DB05481	-5.8971538676367405	-7.558425540090375	Recombinant alpha 1-antitrypsin
DB01998	-5.8971538676367405	-7.558425540090375	2-[3,4-Dihydroxy-2-Hydroxymethyl-5-(2-Hydroxy-Nonyl)-Tetrahydro-Furan-2-Yloxy]-6-Hydroxymethyl-Tetra Hydro-Pyran-3,4,5-Triol
DB06098	-5.887052205920838	-7.547648914678663	PRLX 93936
DB06772	-5.865081806833871	-7.524210517337229	Cabazitaxel
DB00720	-5.8581400018560545	-7.516804881113109	Clodronic acid
DB12651	-5.768320995793772	-7.420984429943006	Bardoxolone
DB07020	-5.7430031878094825	-7.393974959564203	N-{3-[5-(1H-1,2,4-triazol-3-yl)-1H-indazol-3-yl]phenyl}furan-2-carboxamide
DB09270	-5.6546451900220305	-7.299713136998391	Ubidecarenone
DB04741	-5.652489180268651	-7.297413068935372	Myxothiazol
DB02426	-5.564520407322694	-7.203566478084466	Carboxyatractyloside
DB03429	-5.564520407322694	-7.203566478084466	Tetrastearoyl cardiolipin
DB01736	-5.564520407322694	-7.203566478084466	[3-(Dodecanoylamino)Propyl](Hydroxy)Dimethylammonium
DB05201	-5.560681631015528	-7.199471205894093	V24343
DB11745	-5.560681631015528	-7.199471205894093	Otenabant
DB05750	-5.560681631015528	-7.199471205894093	AVE-1625
DB05077	-5.560681631015528	-7.199471205894093	SLV319
DB11644	-5.5053315359323625	-7.140422778220564	Tafamidis
DB07462	-5.424950017481403	-7.054670400173004	(3,4-DIHYDROXY-2-NITROPHENYL)(PHENYL)METHANONE
DB08049	-5.424950017481403	-7.054670400173004	7,8-dihydroxy-4-phenyl-2H-chromen-2-one
DB11632	-5.424950017481403	-7.054670400173004	Opicapone
DB00323	-5.424950017481403	-7.054670400173004	Tolcapone
DB03907	-5.424950017481403	-7.054670400173004	N-[(E)-3-[(2R,3S,4R,5R)-5-(6-Aminopurin-9-yl)-3,4-dihydroxyoxolan-2-yl]prop-2-enyl]-2,3-dihydroxy-5-nitrobenzamide
DB02105	-5.424950017481403	-7.054670400173004	3,5-Dinitrocatechol
DB03336	-5.424950017481403	-7.054670400173004	BIA
DB00494	-5.424950017481403	-7.054670400173004	Entacapone
DB05147	-5.420857938702435	-7.050304900575376	CYT997
DB05070	-5.407171771460119	-7.03570426338909	ADX10059
DB12733	-5.407171771460119	-7.03570426338909	Dipraglurant
DB01132	-5.364872080853151	-6.990578230314253	Pioglitazone
DB07401	-5.364738000364881	-6.990435190957191	Azoxystrobin
DB07763	-5.364738000364881	-6.990435190957191	(5S)-3-ANILINO-5-(2,4-DIFLUOROPHENYL)-5-METHYL-1,3-OXAZOLIDINE-2,4-DIONE
DB08690	-5.364738000364881	-6.990435190957191	Ubiquinone Q2
DB04799	-5.364738000364881	-6.990435190957191	6-Hydroxy-5-undecyl-4,7-benzothiazoledione
DB07778	-5.3647380003648815	-6.990435190957191	(S)-famoxadone
DB08330	-5.364738000364881	-6.990435190957191	METHYL (2Z)-3-METHOXY-2-{2-[(E)-2-PHENYLVINYL]PHENYL}ACRYLATE
DB08453	-5.364738000364881	-6.990435190957191	2-Nonyl-4-quinolinol 1-oxide
DB06168	-5.337538079701318	-6.96141785059644	Canakinumab
DB12119	-5.337538079701318	-6.96141785059644	Gevokizumab
DB05133	-5.337538079701318	-6.96141785059644	VP025
DB05442	-5.337538079701318	-6.96141785059644	Etiprednol dicloacetate
DB00309	-5.278114659230517	-6.898023929763753	Vindesine
DB08927	-5.267858159063328	-6.887082120045165	Amperozide
DB16351	-5.267858159063328	-6.887082120045165	Volinanserin
DB12693	-5.267858159063328	-6.887082120045165	Ritanserin
DB05227	-5.267858159063328	-6.887082120045165	APD791
DB13948	-5.267858159063328	-6.887082120045165	N-(2-hydroxybenzyl)-2,5-dimethoxy-4-cyanophenylethylamine
DB12465	-5.267858159063328	-6.887082120045165	Ketanserin
DB12555	-5.267858159063328	-6.887082120045165	Nelotanserin
DB07636	-5.260870449247303	-6.879627511754878	5-Heptyl-6-hydroxy-1,3-benzothiazole-4,7-dione
DB04436	-5.247024072160486	-6.864855959967606	3-Fluoro-L-tyrosine
DB05507	-5.224762934028931	-6.8411073972430705	VX-765
DB06247	-5.153291594497779	-6.764860550391328	CX516
DB08883	-5.153291594497779	-6.764860550391328	Perampanel
DB08015	-5.147494476813453	-6.758676086140931	(3Z)-1-[(6-fluoro-4H-1,3-benzodioxin-8-yl)methyl]-4-phenyl-1H-indole-2,3-dione 3-oxime
DB08011	-5.147494476813453	-6.758676086140931	(3E)-5-fluoro-1-[(6-fluoro-4H-1,3-benzodioxin-8-yl)methyl]-1H-indole-2,3-dione 3-oxime
DB08021	-5.147494476813453	-6.758676086140931	5-bromo-N-(3-chloro-2-(4-(prop-2-ynyl)piperazin-1-yl)phenyl)furan-2-carboxamide
DB02388	-5.147494476813453	-6.758676086140931	Cyclohexyl-{4-[5-(3,4-Dichlorophenyl)-2-Piperidin-4-Yl-3-Propyl-3h-Imidazol-4-Yl]-Pyrimidin-2-Yl}Amine
DB03084	-5.147494476813453	-6.758676086140931	Cyclopropyl-{4-[5-(3,4-Dichlorophenyl)-2-[(1-Methyl)-Piperidin]-4-Yl-3-Propyl-3h-Imidazol-4-Yl]-Pyrimidin-2-Yl}Amine
DB15624	-5.147494476813453	-6.758676086140931	Halicin
DB08025	-5.147494476813453	-6.758676086140931	N-{2'-[(4-FLUOROPHENYL)AMINO]-4,4'-BIPYRIDIN-2-YL}-4-METHOXYCYCLOHEXANECARBOXAMIDE
DB06933	-5.147494476813453	-6.758676086140931	N-(tert-butyl)-4-[5-(pyridin-2-ylamino)quinolin-3-yl]benzenesulfonamide
DB08010	-5.147494476813453	-6.758676086140931	(3Z)-1-[(6-fluoro-4H-1,3-benzodioxin-8-yl)methyl]-4-[(E)-2-phenylethenyl]-1H-indole-2,3-dione 3-oxime
DB08555	-5.147494476813453	-6.758676086140931	1-(3-bromophenyl)-7-chloro-6-methoxy-3,4-dihydroisoquinoline
DB03623	-5.147494476813453	-6.758676086140931	9-(4-Hydroxyphenyl)-2,7-Phenanthroline
DB08005	-5.147494476813453	-6.758676086140931	4-{[5-chloro-4-(1H-indol-3-yl)pyrimidin-2-yl]amino}-N-ethylpiperidine-1-carboxamide
DB08026	-5.147494476813453	-6.758676086140931	2-{4-[(4-imidazo[1,2-a]pyridin-3-ylpyrimidin-2-yl)amino]piperidin-1-yl}-N-methylacetamide
DB07217	-5.147494476813453	-6.758676086140931	N-(3-cyano-4,5,6,7-tetrahydro-1-benzothien-2-yl)-2-fluorobenzamide
DB08023	-5.147494476813453	-6.758676086140931	N-cyclohexyl-4-imidazo[1,2-a]pyridin-3-yl-N-methylpyrimidin-2-amine
DB08689	-5.14589057321651	-6.756965014364143	Ubiquinone Q1
DB07916	-5.111987788356544	-6.7207969438897015	3-{6-[(8-HYDROXY-QUINOLINE-2-CARBONYL)-AMINO]-2-THIOPHEN-2-YL-HEXANOYLAMINO}-4-OXO-BUTYRI ACID
DB07733	-5.111987788356544	-6.7207969438897015	1-METHYL-3-TRIFLUOROMETHYL-1H-THIENO[2,3-C]PYRAZOLE-5-CARBOXYLIC ACID (2-MERCAPTO-ETHYL)-AMIDE
DB04875	-5.111987788356544	-6.7207969438897015	Pralnacasan
DB07744	-5.111987788356544	-6.7207969438897015	Z-Val-Ala-Asp fluoromethyl ketone
DB02643	-5.045605579309539	-6.649979268439793	N-Dodecyl-N,N-Dimethyl-3-Ammonio-1-Propanesulfonate
DB05824	-5.0238805208462765	-6.626802604669953	CNS-5161
DB04620	-5.0238805208462765	-6.626802604669953	Cycloleucine
DB09409	-5.0238805208462765	-6.626802604669953	Magnesium acetate tetrahydrate
DB01931	-5.0238805208462765	-6.626802604669953	5,7-Dichlorokynurenic acid
DB00874	-5.0238805208462765	-6.626802604669953	Guaifenesin
DB06741	-5.0238805208462765	-6.626802604669953	Gavestinel
DB09481	-5.0238805208462765	-6.626802604669953	Magnesium carbonate
DB07382	-4.927253685157205	-6.523719444470585	N~2~-1H-benzimidazol-5-yl-N~4~-(3-cyclopropyl-1H-pyrazol-5-yl)pyrimidine-2,4-diamine
DB05047	-4.786531193126647	-6.373594284247824	CX-717
DB04820	-4.778511911923846	-6.365039177966871	Nialamide
DB03928	-4.672828834461906	-6.25229466422302	Carboxymethylthio-3-(3-Chlorophenyl)-1,2,4-Oxadiazol
DB03759	-4.672828834461906	-6.25229466422302	FG-9041
DB08303	-4.672828834461906	-6.25229466422302	(3S)-3-cyclopentyl-6-methyl-7-[(4-methylpiperazin-1-yl)sulfonyl]-3,4-dihydro-2H-1,2,4-benzothiadiazine 1,1-dioxide
DB04217	-4.672828834461906	-6.25229466422302	L-2-amino-3-butynoic acid
DB08304	-4.672828834461906	-6.25229466422302	(3R)-3-cyclopentyl-7-[(4-methylpiperazin-1-yl)sulfonyl]-3,4-dihydro-2H-1,2-benzothiazine 1,1-dioxide
DB08305	-4.672828834461906	-6.25229466422302	(3R)-3-cyclopentyl-6-methyl-7-[(4-methylpiperazin-1-yl)sulfonyl]-3,4-dihydro-2H-1,2-benzothiazine 1,1-dioxide
DB07455	-4.672828834461906	-6.25229466422302	N,N'-[biphenyl-4,4'-diyldi(2R)propane-2,1-diyl]dimethanesulfonamide
DB04152	-4.672828834461906	-6.25229466422302	2-Amino-3-(3-Hydroxy-7,8-Dihydro-6h-Cyclohepta[D]-4-Isoxazolyl)Propionic Acid
DB04129	-4.672828834461906	-6.25229466422302	Willardiine
DB02347	-4.672828834461906	-6.25229466422302	2-Amino-3-(5-Tert-Butyl-3-(Phosphonomethoxy)-4-Isoxazolyl)Propionic Acid
DB04000	-4.672828834461906	-6.25229466422302	Bromo-Willardiine
DB01664	-4.672828834461906	-6.25229466422302	(S)-DES-ME-AMPA
DB02328	-4.672828834461906	-6.25229466422302	2-[(3-Hydroxy-2-Methyl-5-Phosphonooxymethyl-Pyridin-4-Ylmethyl)-Imino]-5-Phosphono-Pent-3-Enoic Acid
DB04798	-4.672828834461906	-6.25229466422302	THIO-ATPA
DB02818	-4.672828834461906	-6.25229466422302	Iodo-Willardiine
DB02966	-4.672828834461906	-6.25229466422302	Fluoro-Willardiine
DB03240	-4.672828834461906	-6.25229466422302	(S)-2-Amino-3-(1,3,5,7-Pentahydro-2,4-Dioxo-Cyclopenta[E]Pyrimidin-1-Yl) Proionic Acid
DB03319	-4.672828834461906	-6.25229466422302	(2S)-2-Ammonio-3-[5-(2-methyl-2-propanyl)-3-oxido-1,2-oxazol-4-yl]propanoate
DB02057	-4.672828834461906	-6.25229466422302	(S)-AMPA
DB07598	-4.672828834461906	-6.25229466422302	2,3,6A,7,8,9-HEXAHYDRO-11H-[1,4]DIOXINO[2,3-G]PYRROLO[2,1-B][1,3]BENZOXAZIN-11-ONE
DB07574	-4.6681035377719144	-6.2472536369327205	2-MERCAPTO-N-[1,2,3,10-TETRAMETHOXY-9-OXO-5,6,7,9-TETRAHYDRO-BENZO[A]HEPTALEN-7-YL]ACETAMIDE
DB04982	-4.61509632299044	-6.190704634017798	Talampanel
DB06283	-4.6088565631527985	-6.1840479515510465	Ziconotide
DB08516	-4.553876891600541	-6.1253946980328715	(S)-(+)-2-[4-(FLUOROBENZYLOXY-BENZYLAMINO)PROPIONAMIDE]
DB04307	-4.553876891600541	-6.1253946980328715	5-Hydroxy-N-Propargyl-1(R)-Aminoindan
DB07512	-4.553876891600541	-6.1253946980328715	7-[(3-CHLOROBENZYL)OXY]-2-OXO-2H-CHROMENE-4-CARBALDEHYDE
DB07513	-4.553876891600541	-6.1253946980328715	7-[(3-CHLOROBENZYL)OXY]-4-[(METHYLAMINO)METHYL]-2H-CHROMEN-2-ONE
DB08082	-4.553876891600541	-6.1253946980328715	N-(2-AMINOETHYL)-P-CHLOROBENZAMIDE
DB08480	-4.553876891600541	-6.1253946980328715	4-HYDROXY-N-PROPARGYL-1(R)-AMINOINDAN
DB02095	-4.553876891600541	-6.1253946980328715	Isatin
DB03894	-4.553876891600541	-6.1253946980328715	N-Propargyl-1(S)-Aminoindan
DB08176	-4.553876891600541	-6.1253946980328715	(1Z)-4-(4-FLUOROPHENYL)-2-METHYLIDENEBUTAN-1-IMINE
DB04677	-4.553876891600541	-6.1253946980328715	N-METHYL-N-[(1R)-1-METHYL-2-PHENYLETHYL]PROP-2-EN-1-AMINE
DB02211	-4.553876891600541	-6.1253946980328715	(R)-N-methyl-N-2-propynyl-1-indanamine
DB06654	-4.553876891600541	-6.1253946980328715	Safinamide
DB01626	-4.455292859145066	-6.020223566863804	Pargyline
DB00752	-4.455292859145066	-6.020223566863804	Tranylcypromine
DB01171	-4.455292859145066	-6.020223566863804	Moclobemide
DB01037	-4.455292859145066	-6.020223566863804	Selegiline
DB01247	-4.455292859145066	-6.020223566863804	Isocarboxazid
DB04141	-4.414244163979995	-5.976432117112804	2-Hexyloxy-6-Hydroxymethyl-Tetrahydro-Pyran-3,4,5-Triol
DB01168	-4.356708826689592	-5.915052435694735	Procarbazine
DB04017	-4.356708826689592	-5.915052435694735	Clorgiline
DB07919	-4.356708826689592	-5.915052435694735	Harmine
DB05205	-4.356708826689592	-5.915052435694735	CX157
DB13876	-4.356708826689592	-5.915052435694735	Brofaromine
DB09245	-4.356708826689592	-5.915052435694735	Toloxatone
